,class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
2470,neg,59574,na,1956,1812,0,0,0,0,0,0,190,126292,2760592,1629952,125260,14344,2197212,0,0,0,0,0,4200242,3692928,673186,431342,0,0,22632,0,8062,836,0,0,0,0,0,42854,1171866,2649366,792544,0,5842,2784,5308,751350,3222768,668226,352,0,0,0,1497194,1074142,360766,279600,232568,222512,464448,525400,0,0,4874092,202,52,1596,36,2197212,57582,320412,351622,119860,144320,166880,232680,na,na,na,na,2360,59573.22,4874092,4874092,4865686,35510,68346,119892,27220,4656630,1209600,157460,2,204,0,3727268.16,0.0,924950.4,0,0,0,0,0,6442,558292,2545144,1456064,81010,8982,696,4,108,4874092,na,6870,684,81724,474038,332812,2415220,1320156,24582,544,0,2806,2138,2760460,6586,0,30,0,0,3801828,3946,430,0,0,0,0,0,0,0,0,28258,50050,8324,0,0,102088,19960,2162320,688004,80178,13478,0,0,36466720,1989.62,1662,953678,1111280,556572,243800,466368,419292,433210,278494,192030,1906,0,0
2471,neg,33784,0,2130706450,812,0,0,0,0,0,0,64016,1490772,539230,23408,894,0,968242,0,0,0,608,818,1990420,1746784,1319106,207196,0,0,0,0,404,1720,0,0,0,0,0,0,3062,451346,1663912,0,4646,4416,7704,13120,21968,1594268,472198,0,0,0,877332,531006,251344,125910,85972,63852,47612,42194,29860,63238,3310248,262,26,686,4,968242,29034,1118040,198784,461120,502920,na,na,na,na,na,na,352040,33783.44,3310248,3310248,3254798,10043,374,87286,887900,2143684,1209600,75954,2,52,0,1857536.64,14.4,283308.48,650,1264,0,0,1382,139090,668044,909188,270760,116852,12704,300,0,620,3310248,0,3432,552,225696,118606,113346,1521160,130118,5380,30,0,556,2516,1874712,352646,0,6112,0,0,1883512,1802,334,0,0,0,22,0,0,0,0,13262,7268,2874,3596866,468916,71532,16074,10983860,1105528,3289376,13046,0,0,3783440,13.06,1250,301378,410846,198878,66018,107034,118836,183878,710632,20804,16,0,0
2472,neg,20,na,20,8,0,0,0,0,0,594,8920,1932,2616,0,0,0,3602,0,152,0,2440,5682,9308,8422,31746,1174,0,0,0,0,66,12,0,0,0,0,0,0,0,2926,11136,0,1758,22,42,24,94,12122,0,0,0,0,10664,1826,136,178,110,76,28,1018,26,0,43518,2,12,4,0,3602,206,27332,4382,na,na,na,na,na,na,na,na,31520,20.55,43518,43518,51718,56,1136,4230,43300,14062,1209600,756,0,12,0,4586.88,0,7724.16,0,10,0,1488,7484,2240,1124,1726,0,0,0,0,12,24,43518,na,1766,20,28,210,1394,9516,1128,0,0,0,18,18,2792,302,0,0,0,0,5196,80,82,0,0,0,0,0,0,0,0,240,0,0,314,108,86,38,4220,1240,28264,4,0,0,0,54.44,58,9890,3874,106,4,12,10,44,122,0,0,0,0
2473,neg,49768,na,0,na,0,0,0,0,0,0,1022,66382,2508746,738798,35870,142,1503468,0,0,0,0,0,2972588,2588422,564366,327272,0,0,0,0,0,0,0,0,0,0,0,57146,1078580,2036586,178648,0,2068,912,1550,136792,2401324,807400,914,0,0,0,989002,925020,348526,302952,267922,203312,154024,160200,2,0,3537484,290,348,832,0,1503468,42812,288172,275302,200080,182860,na,na,na,na,na,na,176120,49767.09,3537484,3537484,3554510,21287,95232,107624,1112140,3350960,1209600,0,na,na,na,2940291.84,0,407268.48,0,0,0,0,0,724,1031844,1873820,413952,25666,4858,96,na,0,3537484,na,4644,596,56560,280674,170386,2151736,667978,18206,180,0,na,na,na,na,na,na,na,na,na,2030,118,0,0,0,0,0,0,0,0,20738,56528,8332,0,0,80928,14028,8120300,1218800,0,9964,0,0,207620,1084.06,1412,427228,755156,434104,201052,404508,363452,297322,187934,259450,20754,0,0
2474,neg,59796,na,198,178,0,0,0,0,0,0,3146,619296,2095230,429270,876,4,1359270,0,0,0,0,0,2702522,2216246,568940,428480,0,0,0,0,398,120,0,0,0,0,0,5694,2032386,1109742,0,0,2276,824,1768,296554,2339808,506544,48,0,0,0,879962,704390,282140,252724,291668,460178,276760,0,0,0,3271970,0,110,442,4,1359270,42322,320474,246722,216360,206420,na,na,na,na,na,na,139820,59796.73,3271970,3271970,3269324,22940,4312,78856,846200,3147822,1209600,96572,2,56,0,2975370.24,0,167764.8,0,0,0,0,0,36914,1107912,1615502,357992,21582,6762,1158,56,536,3271970,na,4594,586,18618,100782,82734,1745066,1173820,21570,52,0,396,414,2283948,50858,0,35178,0,22,2993356,1652,218,0,0,0,0,0,0,0,0,25786,50540,10378,0,0,118650,21248,295900,57378,0,0,0,0,1169020,1607.58,1428,185536,453140,373648,170564,316082,302258,268584,262210,771528,44272,0,0
2475,neg,46402,na,466,394,0,0,0,0,0,0,17438,1091884,1866660,508032,37832,1134,1591966,0,0,0,0,0,3029724,2389944,2012652,553718,0,0,0,0,608,186,0,0,0,0,0,59746,1485074,1759858,218302,0,11810,6158,12240,50720,2327350,1114244,452,2,2,2,1546328,796284,239260,203402,183592,176986,265780,111348,0,0,5043286,372,480,1208,6,1591966,65902,1579864,423124,524900,549480,508000,373360,na,na,na,na,47040,46402.77,5043286,5043286,5031220,18331,2332,10922,195180,3522980,1209600,82376,0,152,0,2630728.32,0,859945.92,0,0,0,0,140,261458,1757970,1229000,257728,13976,2640,68,186,194,5043286,na,5580,664,77584,460966,262320,1720860,978844,15738,424,0,812,554,2545524,260780,26,2500,0,0,2669242,2488,246,0,0,0,0,0,0,0,0,34390,29964,6120,0,0,92730,14082,128520,20974,0,0,0,0,6402800,1539.18,1652,891484,577370,391996,202600,404588,321040,245816,166972,298668,22446,0,0
2476,neg,29776,na,0,na,0,0,0,0,0,0,13720,1051958,1045454,765026,7766,0,1311608,0,0,0,0,0,2461110,2021502,500802,406342,0,0,17270,0,0,0,0,0,0,0,0,0,1722692,1161232,0,0,1658,1184,1044,276818,2123962,477984,1272,2,0,0,1101262,526692,154256,129754,127358,160884,255994,417794,9890,40,2962230,0,230,248,0,1311608,44976,257272,242798,201520,199040,na,na,na,na,na,na,96340,29776.55,2962230,2962230,2968118,23325,725408,51840,539020,2883924,1209600,0,na,na,na,2232066.24,0.0,649814.4,0,0,0,0,0,22834,373092,1050196,1325354,106664,5284,500,na,132,2962230,na,3006,366,143658,450438,115986,947646,1210454,12042,328,0,na,na,na,na,na,na,na,na,na,3336,138,0,0,0,0,0,0,0,0,26052,28916,5210,0,0,69768,9474,2375840,1066700,0,0,0,0,28776840,784.84,830,662696,987222,383624,149094,269786,206680,146068,49852,28902,0,0,0
2477,neg,30472,na,0,0,0,0,0,0,0,0,426,130164,2794204,1132766,72670,4616,1762166,0,0,0,0,0,3588436,3027330,724544,484240,0,0,6304,0,0,0,0,0,0,0,0,26942,1035646,2886036,186222,0,2278,402,1042,121876,3159190,850012,46,0,0,0,1474144,806894,316646,240706,201366,186446,375322,533322,0,0,4313626,0,0,0,0,1762166,46874,334116,386370,188060,177700,269460,na,na,na,na,na,81960,30472.3,4313626,4313626,4303612,30896,0,62556,676400,4134846,1209600,0,0,0,0,3384998.4,15873.6,730872.0,0,0,0,0,0,8880,942896,2359908,780862,33612,7946,742,0,0,4313626,na,5276,604,3978,303278,373518,2962050,474886,11168,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28834,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.54,1642,768890,858598,611900,268978,510700,455730,295016,152784,205834,6416,0,0
2478,neg,43570,na,664,590,0,0,0,0,0,0,6816,909488,1647820,89124,70,0,1382896,0,0,0,0,0,2318020,2002314,480888,257974,0,0,0,0,342,432,0,0,0,0,0,180814,1641154,766830,64520,0,3448,896,1144,120726,1882024,645016,64,0,0,0,1129678,423818,260468,211530,216624,360574,50626,0,0,0,2799416,0,324,202,8,1382896,44694,262262,214214,191940,222060,na,na,na,na,na,na,61180,43569.28,2799416,2799416,2794180,16676,97576,33482,374540,2653318,1209600,85480,0,200,0,2345420.16,0.0,304453.44,0,0,0,0,0,135458,1160174,1174808,169454,9536,3196,692,22,34,2799416,na,4738,452,1322,128632,117542,1831758,547248,21420,206,0,694,516,1016012,80582,52,794,0,0,2373240,1798,264,0,0,0,0,0,0,0,0,22800,35940,8346,0,0,98456,17938,2307940,649056,0,0,0,0,42569300,1075,1172,329332,345338,317116,170570,411618,357522,378588,199770,143452,12,0,0
2479,neg,40000,na,78,78,0,0,0,0,0,0,32256,239072,1330122,1029344,67448,8134,1144656,0,0,0,962,1664,2468150,2218818,313940,212860,0,0,0,0,192,50,0,0,0,0,0,25882,439956,701278,1539260,0,2722,1102,1318,38440,2040170,614620,8004,0,0,0,765462,670152,286398,234406,203578,169008,202546,174822,4,0,2783382,32,170,106,12,1144656,31570,165864,147470,124100,137140,na,na,na,na,na,na,48720,39999.6,2783382,2783382,2793826,18836,1214,34134,359540,2706376,1209600,95428,0,42,0,2293783.68,0.0,410094.72,0,0,0,0,5534,133938,276978,1466804,780440,37892,4556,234,0,40,2783382,na,4014,416,65788,208798,126934,1671510,618166,10684,66,0,110,114,2305506,31416,0,9098,0,48,2311882,1512,346,0,0,0,0,0,0,0,0,14746,35358,6800,0,0,91538,15516,18940,6120,0,0,0,0,0,812.32,826,427898,525646,339910,168394,322830,239764,224508,184136,271396,1894,0,0
2480,neg,41506,na,912,820,0,0,0,0,0,0,18712,846338,1950446,416800,190842,42154,1564868,2196,0,0,244,2016,2879820,2285286,886628,522978,0,0,0,0,1524,586,0,0,0,0,0,446948,2621008,271040,126296,0,3556,2446,3370,88842,2158476,1207834,768,0,0,0,1622214,758680,253790,165410,119638,90774,135062,319686,38,0,3767410,1472,1680,870,34,1564868,56158,451646,432660,293700,266080,297280,na,na,na,na,na,22440,41505.3,3767410,3767410,3757582,19503,20046,8120,131100,3465292,1209600,125792,0,40,0,2656079.04,274621.44,530843.52,0,0,0,0,0,188954,1043678,1675786,518278,31788,6304,504,724,770,3767410,na,5252,796,113708,324158,213972,1916150,864372,26520,364,0,1582,1430,2619076,230874,0,110338,0,56,2677758,2138,228,0,0,10,275294,0,0,0,0,30466,37488,8002,0,0,141658,24002,74440,46298,0,0,0,0,1505350,1667.06,1602,841090,679720,434890,209234,658138,542038,17072,72638,10442,30,0,0
2481,neg,526,0,48,na,0,0,0,0,0,0,3154,74722,52026,13544,1834,360,60640,0,0,0,374,608,138850,113154,120312,13140,0,0,0,0,40,124,0,0,0,0,0,0,0,1490,144150,0,2290,426,1430,2584,5392,8394,125124,0,0,0,103960,23684,9590,4626,1296,610,276,976,324,298,259640,26,22,58,0,60640,1884,96520,22810,na,na,na,na,na,na,na,na,118780,525.34,259640,259640,252974,326,0,24910,258280,145994,1209600,2654,na,na,na,36212.16,75295.68,32127.36,8,116,0,0,506,44522,60546,22026,16750,1150,110,30,na,28,259640,0,2344,104,8584,35800,14274,43834,38654,2046,0,0,na,na,na,na,na,na,na,na,na,306,200,0,0,690,65154,1840,53384,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,383.42,272,110486,11864,4150,1024,1086,9830,7196,4,0,0,0,0
2482,neg,40568,na,1130,1074,0,0,0,0,0,0,756,284270,2340448,840294,35848,72,1412018,0,0,0,0,0,3301386,2882222,1294914,320596,0,0,0,0,1528,406,0,0,0,0,0,374,3362434,137406,1474,0,4918,1508,1780,18060,2554182,920730,492,18,0,0,1748750,668670,359468,298692,280898,138828,6382,0,0,0,4597092,0,32,380,38,1412018,46580,963568,328680,354220,356220,357640,na,na,na,na,na,219000,40567.05,4597092,4597092,4574972,11972,19406,88754,959080,3501688,1209600,158830,2,176,0,2611800.0,0.0,869054.4,0,0,0,0,0,10948,809690,1870544,715698,79694,13750,1364,92,110,4597092,na,7736,798,31846,745542,230276,2067952,411784,5754,0,0,1682,910,2646500,117576,0,4856,0,24,2656226,5116,466,0,0,0,0,0,0,0,0,22912,21582,4514,0,0,98778,40828,11700,7888,0,0,0,0,567050,1649.54,1890,933642,802040,431292,154382,315072,283808,217876,166996,194862,1718,0,0
2483,neg,4302,na,414,382,0,0,0,0,0,0,16962,198850,61682,158,0,0,119706,0,0,0,1762,2814,243074,210116,53980,27900,0,0,0,0,710,132,0,0,0,0,0,18064,195200,46916,17472,0,258,32,54,148,47154,228610,1396,0,0,0,96298,106832,27932,14986,7614,5084,4966,13264,676,0,298922,14,406,66,0,119706,3636,28718,25116,na,na,na,na,na,na,na,na,53220,4302.49,298922,298922,300754,1245,430,29418,298080,277652,1209600,8996,0,22,0,239776.32,0.0,37637.76,0,0,0,0,5604,133788,121044,15750,1146,248,72,0,0,4,298922,na,486,82,2796,10818,11166,170914,75716,5564,110,0,722,490,231664,62096,0,0,0,18,242662,234,86,0,0,0,0,0,0,0,0,2090,2310,576,0,0,8606,1574,9760,1436,0,0,0,0,815880,169.8,176,39892,38208,35710,18084,30092,85532,18582,7754,3774,24,0,0
2484,neg,210208,na,0,na,0,0,0,0,0,620,176474,3756790,8806138,2588406,45492,0,7362396,0,0,0,4944,7154,13680732,11973018,3710982,1362350,0,0,0,0,0,0,0,0,0,0,0,6360,2588046,11393976,1385538,0,17048,9098,10578,18936,5291828,10002916,23502,12,2,0,6349942,2364358,1000804,773230,692166,749316,1632464,1807212,4428,0,17400190,228,734,1220,150,7362396,177336,2171570,1535042,238420,698480,268120,225840,196620,204740,191780,178320,80460,210207.04,17400190,17400190,16603778,106129,4620562,22450,425920,15373920,1209600,0,na,na,na,12585246.72,0.0,2772300.48,na,na,0,0,55246,1403288,6854942,6152982,787108,104958,15338,58,na,0,17400190,na,15738,3680,745862,1321746,970072,9927172,2350742,38908,0,0,na,na,na,na,na,na,na,na,na,16392,656,0,0,0,0,0,0,0,0,101936,177838,31946,0,0,463602,74932,15675280,7494754,0,0,0,0,11050640,na,na,2891060,3433510,1801772,874684,1771122,1389278,1002630,664078,1390140,155646,0,0
2485,neg,41120,na,2130706432,388,0,0,0,0,0,0,272,314858,2468698,367412,7352,0,1395370,0,0,0,0,0,2958940,2716198,296264,190540,0,0,0,0,408,96,0,0,0,0,0,1590,127248,771376,2258378,0,2442,214,346,790,7764,3143928,3108,0,0,0,1098572,798652,518352,358430,204560,116764,60146,3116,0,0,3255682,0,8,8,4,1395370,30246,155408,140268,98540,130920,na,na,na,na,na,na,61200,41119.17,3255682,3255682,3264712,12503,19544,80272,829660,3158592,1209600,104890,2,100,0,2594748.48,0.0,560151.36,0,310,0,0,0,20964,1112832,1649968,339862,29466,5340,160,2,8,3255682,na,5208,488,16744,424106,346994,2261142,102892,1018,0,0,564,238,2390434,8,0,10,0,10,2620994,2032,128,0,0,0,0,0,0,0,0,17552,28080,14254,0,0,67728,13608,13722180,1409308,0,0,0,0,1119190,990.36,1166,583184,630526,565644,285808,458374,282866,190672,90268,70814,436,0,0
2486,neg,1996,na,70,54,0,0,0,0,0,0,172,9386,111510,11344,0,0,76436,0,0,0,0,0,137944,124582,34558,5918,0,0,0,0,66,30,0,0,0,0,0,4310,108250,4692,15160,0,616,762,1254,1084,39166,89526,4,0,0,0,80564,36000,9972,4876,568,246,122,64,0,0,172576,0,8,402,0,76436,1726,20044,14386,na,na,na,na,na,na,na,na,33980,1996.08,172576,172576,176570,375,62,16714,171940,132412,1209600,3864,0,18,0,112427.52,0.0,19769.28,0,0,0,0,0,5028,59772,66090,1290,210,22,0,4,20,172576,na,458,42,252,6256,4262,35340,80924,4672,206,0,152,118,110512,51930,86,30,0,0,114148,164,48,0,0,0,0,0,0,0,0,828,556,180,0,0,3710,730,5100,766,0,0,0,0,969900,198.52,158,21920,21760,6724,3412,13102,65414,80,0,0,0,0,0
2487,neg,186,na,170,150,0,0,0,0,0,1172,18090,4636,1110,0,0,0,6960,0,0,0,2730,4596,22404,19918,11616,2546,0,0,0,0,76,70,0,0,0,0,0,0,0,14772,10236,0,96,16,40,66,1422,23366,2,0,0,0,13218,9496,1310,188,94,74,88,386,136,18,36794,6,0,34,0,6960,388,5260,6322,na,na,na,na,na,na,na,na,11400,185.78,36794,36794,38032,82,0,3462,36400,25008,1209600,1278,6,8,0,14544.96,164.16,9119.04,0,24,0,1146,15098,6466,1562,722,14,0,0,0,18,28,36794,na,1196,18,76,690,2948,19458,622,0,0,0,142,106,14936,2050,0,34,0,0,15586,122,54,0,0,20,176,0,0,0,0,440,0,0,2838,890,406,120,78260,7816,0,22,0,0,0,70.7,82,11062,5648,1972,1332,2806,1648,252,288,0,0,0,0
2488,neg,41002,na,188,146,0,0,0,0,0,0,73572,1575354,1409548,236028,21064,886,1557796,1446,0,0,0,0,2948870,2510608,1490216,330604,0,0,0,0,702,466,0,0,0,0,0,253634,3042890,4306,15622,0,4158,1038,2062,3544,75086,3229028,1534,2,0,0,1471564,644924,220070,153590,124762,235138,465842,562,0,0,4440174,48,2078,728,6,1557796,53010,1152940,335850,384700,444680,395560,na,na,na,na,na,255620,41001.49,4440174,4440174,4404702,18919,6216,73824,799540,3316452,1209600,126490,0,178,0,2684929.92,0.0,626892.48,2,520,0,0,3762,509662,1575326,995340,208154,19644,4366,198,5226,5240,4440174,na,8584,848,165452,246436,239910,2046616,589498,19012,96,0,358,1164,2624040,271670,62,1620,0,0,2742706,2882,124,0,0,0,0,0,0,0,0,29782,28536,6370,0,0,136396,20294,156960,37688,0,0,0,0,1001480,1415.64,2056,667140,685478,648514,275912,427790,283312,142662,120810,64646,188,0,0
2489,neg,108,0,48,40,0,0,0,0,0,0,22,14826,4608,0,0,0,7232,na,na,na,0,na,17592,na,26124,na,0,na,na,na,26,60,0,0,0,0,0,0,0,136,19320,0,1276,12,14,30,122,17952,50,0,0,0,14298,3188,568,296,396,508,92,76,34,0,43784,10,4,0,0,7232,480,na,na,na,na,na,na,na,na,na,na,25660,108.39,43784,43784,43026,59,0,4130,43220,19524,na,948,0,4,0,10592.64,41.28,7767.36,0,24,0,0,0,9278,9270,908,0,0,0,0,4,12,43784,0,1244,28,206,122,1966,6300,9024,556,10,0,66,104,10654,556,0,0,0,0,11894,114,96,0,0,0,46,0,0,0,0,430,0,2,9260,1552,656,114,60,6,46550,34,0,0,0,128.54,88,9288,6206,1662,412,524,244,460,660,0,0,0,0
2490,neg,39356,na,210,190,0,0,0,0,0,0,3330,348234,1820234,948298,37566,502,1538780,0,0,0,0,0,2922000,2572120,669424,274934,0,0,0,0,488,120,0,0,0,0,0,96796,1381608,1485488,194272,0,3724,4860,6328,286612,2167444,684442,4752,2,0,0,1362720,637606,353464,270718,217574,229806,86276,0,0,0,3592350,0,512,252,24,1538780,33168,422504,245528,216360,270020,na,na,na,na,na,na,175260,39355.83,3592350,3592350,3589946,16844,17686,111196,1164520,3158164,1209600,117276,2,68,0,2695139.52,0.0,459729.6,0,0,0,0,0,26690,532018,1432102,1023906,128394,12546,2508,84,92,3592350,na,6146,666,62482,266102,125160,1779726,874692,42666,524,0,376,438,2493184,162344,0,35760,0,24,2735432,3522,484,0,0,0,0,0,0,0,0,17852,32220,6000,0,0,98340,14078,423600,111014,0,0,0,0,966670,1423.74,1808,502360,773796,654496,296808,438004,302232,135338,47900,7224,6,0,0
2491,neg,61506,na,1800,1622,0,0,0,0,0,0,176,177314,3009222,1098974,95448,7288,1887000,12338,0,0,0,0,3724832,3032484,849374,620404,0,0,16428,0,3754,340,0,0,0,0,0,6106,874582,3307778,199956,0,2180,1298,1988,53596,2841298,1487992,70,0,0,0,1526234,1185662,534116,345906,233362,171480,236326,155336,0,0,4574710,2172,1742,420,20,1887000,59174,312576,528956,229380,209720,215860,na,na,na,na,na,186480,61506.6,4574710,4574710,4568782,26031,452,88748,938520,4388422,1209600,126508,2,52,0,3867598.08,0.0,518148.48,0,0,0,0,0,36630,1277468,2234934,798472,35284,5396,238,144,150,4574710,na,5266,758,57670,287350,208946,2987194,824166,16996,76,0,2900,966,3849260,337382,0,6622,0,76,3889576,2944,276,0,0,0,0,0,0,0,0,34662,26582,4776,0,0,131986,20288,228080,26084,0,0,0,0,1506620,1301,1500,539238,1103674,573884,297378,692822,670368,227398,145586,132874,5200,0,0
2492,neg,14,2,32,30,0,0,0,0,0,0,3342,2382,1124,0,0,0,2172,0,0,0,712,2248,4650,3010,4444,854,0,0,0,0,18,40,0,0,0,0,0,0,0,1740,5108,0,62,14,8,896,36,4300,64,1468,0,0,5524,434,128,88,48,22,4,354,86,160,9830,4,20,16,0,2172,138,2252,2158,na,na,na,na,na,na,na,na,4300,14.58,9830,9830,12056,25,0,888,9620,6896,1209600,334,2,2,0,2366.4,25.92,3571.2,0,14,0,0,2588,1464,2056,356,384,0,0,0,0,6,9830,0,948,4,16,256,332,716,4192,376,8,0,42,118,2876,346,0,0,0,0,2876,46,20,0,0,0,26,0,0,0,0,178,0,0,1360,272,64,16,7380,744,11190,12,0,0,0,92.48,42,4592,1812,418,12,4,4,6,0,0,0,0,0
2493,neg,431952,0,3216,1260,0,0,0,0,0,385692,5305654,7221384,2365846,163036,16944,544,10353738,0,0,0,449662,672126,20684744,19098280,5034626,1390398,4,0,0,0,2262,4056,0,0,0,0,0,8666,312388,7800018,7338028,0,27978,16362,18672,21592,64466,12372350,2754754,182906,12,8,5866692,5518076,1330492,679980,518560,672678,337074,425830,94474,15244,26175982,19304,29102,26020,20,10353738,240416,3317566,1674132,169960,160300,155200,149900,179980,408760,172740,152100,118100,431952.58,26175982,26175982,16815988,69449,1194,32064,697600,15470114,1209600,623470,0,652,0,23070827.52,0.0,2789381.76,396,4120,0,13946,822802,2382330,5539064,3896116,2157238,392666,171086,83852,3130,3676,26175982,0,24066,4516,1036402,696398,815976,11676648,1152270,52714,110,0,1764,6632,15294016,12076114,0,93956,0,0,23396752,36116,3976,0,0,0,0,0,0,0,0,133018,39438,8132,6566740,980230,724608,108352,151940,18060,24564264,304224,0,0,4194940,8211.12,8640,1582466,2206614,1070594,572624,1139212,1358394,7284096,224526,20574,0,0,0
2494,neg,20624,0,100,na,0,0,0,0,0,143042,729512,170390,3778,0,0,0,444724,0,0,0,101872,138214,869550,880790,174948,54830,2,0,0,0,78,218,0,0,0,0,0,0,182,610618,435922,0,1958,68,66,78,138,501124,494824,45768,2698,0,297494,202630,159328,97936,62836,45130,32652,26392,16254,106070,1146644,150,430,224,0,444724,10990,104914,69742,na,na,na,na,na,na,na,na,173100,20623.58,1146644,1146644,1139170,7132,1300,113372,1144360,1047122,1209600,0,na,na,na,968338.56,0.0,76428.48,8,192,0,4498,150618,187094,226070,327696,128506,21338,818,84,na,0,1146644,0,2022,116,32966,34026,35170,803078,132662,6602,78,2,na,na,na,na,na,na,na,na,na,590,56,0,0,0,0,0,0,0,0,7514,10308,1954,1662926,187608,36086,5086,4961420,518396,69586,26552,0,0,0,507.54,360,80932,95360,76194,31522,65054,77824,129252,461828,28412,344,0,0
2495,neg,10,2,6,6,0,0,0,0,0,0,6742,1540,1176,0,0,0,2320,0,0,0,1388,3816,4394,3204,20232,702,0,0,0,0,8,2,0,0,0,0,0,0,0,342,9116,0,72,8,10,466,750,668,4706,2778,0,0,7932,388,74,28,48,238,62,530,34,124,26040,0,6,2,2,2320,112,15860,4204,na,na,na,na,na,na,na,na,20020,9.04,26040,26040,27366,30,0,2472,25840,9498,1209600,246,2,2,0,1802.88,0.0,6480.0,2,8,0,0,6384,860,1124,1074,16,0,0,0,0,6,26040,0,1256,8,18,8,14,1132,6238,740,44,0,6,2,2244,148,0,0,0,0,2364,124,62,0,0,0,0,0,0,0,0,184,0,0,118,222,40,8,4580,442,0,6,0,0,0,79.72,36,7890,1376,32,10,16,22,36,76,0,0,0,0
2496,neg,118078,na,514,504,0,0,0,0,0,0,286798,2504356,3298498,549688,25780,632,3120958,0,0,0,2038,3266,6002958,5188322,1067326,661458,0,0,0,0,4174,626,0,0,0,0,0,28630,2812984,3808272,15866,0,6674,596,910,11118,2994942,3627672,23840,0,0,0,1530578,1853036,510534,418476,412482,445652,603668,880914,10412,0,7074030,74,82,348,28,3120958,77310,626608,436098,194940,168840,157180,149620,227320,na,na,na,153360,118078.7,7074030,7074030,7059400,51958,19710,91014,1008580,6665752,1209600,180646,0,130,0,6098280.96,0.0,558934.08,0,0,0,0,34702,810146,2951376,2460110,367814,33424,7746,434,16,22,7074030,na,14212,1682,71434,211438,185564,3421910,2688460,70580,472,0,652,1826,4893042,46094,0,15008,0,0,6150148,5026,228,0,0,0,0,0,0,0,0,46644,156340,26776,0,0,176244,25518,3682440,539582,0,0,0,0,1814550,3504.74,3750,600062,1030506,740624,427940,840580,714440,599674,453662,1111176,147088,0,0
2497,neg,42888,na,350,336,0,0,0,0,0,0,152,49274,1564862,1298640,122962,4680,1272496,0,0,0,0,0,2696784,2357310,464192,309298,0,0,0,0,464,324,0,0,0,0,0,8022,781366,987276,1263906,0,2022,1530,1688,128202,2062778,843278,1072,0,0,0,1320930,530462,276626,220770,170294,133714,185412,202362,0,0,3161172,538,24,630,6,1272496,36462,237968,222528,160760,195520,na,na,na,na,na,na,104840,42887.44,3161172,3161172,3167198,18390,137970,72042,738840,3040570,1209600,67720,2,26,0,2124990.72,0.0,914188.8,0,0,0,0,0,6450,417532,1628626,924148,57590,5922,302,0,6,3161172,na,2660,290,105334,655766,197450,1461756,609802,7434,78,0,640,652,1277144,121158,0,13080,0,20,2134658,1170,148,0,0,0,0,0,0,0,0,17816,30562,7162,0,0,94818,20878,469820,401816,0,0,0,0,2887480,593.38,690,934422,298662,213798,109794,230654,180868,186520,234414,651364,74,0,0
2498,neg,10,na,4,2,0,0,0,0,0,664,5874,1096,1418,0,0,0,1522,0,54,0,2544,4746,5910,6660,13574,284,0,0,0,0,24,20,0,0,0,0,0,0,0,0,9052,0,1038,10,12,14,468,7510,0,0,0,0,7572,482,122,126,132,58,62,454,44,0,22054,0,2,2,0,1522,98,10758,2804,na,na,na,na,na,na,na,na,13440,10.97,22054,22054,24982,31,0,2132,21880,9052,1209600,334,0,6,0,1802.88,0.0,6213.12,0,10,0,1460,4856,862,804,1070,0,0,0,0,22,26,22054,na,1040,2,20,20,3262,4234,474,0,0,0,2,30,1392,56,0,0,0,0,1972,62,66,0,0,0,0,0,0,0,0,168,0,0,80,108,74,20,0,0,0,12,0,0,0,42.12,36,7472,1310,40,4,8,26,56,136,0,0,0,0
